13:43:06;1475667786;135;135;405;23;12264;16.16
13:43:07;1475667787;135;135;405;23;12264;16.26
13:43:08;1475667788;135;135;405;23;12264;16.16
13:43:09;1475667789;135;135;405;23;12264;16.16
13:43:11;1475667791;135;135;405;23;12264;16.16
13:43:12;1475667792;135;135;405;23;12264;16.16
13:43:13;1475667793;135;135;405;23;12264;16.16
13:43:14;1475667794;135;135;405;23;12264;16.06
13:43:15;1475667795;135;135;405;23;12264;16.35
13:43:16;1475667796;135;135;405;23;12264;16.26
13:43:18;1475667798;135;135;405;23;12264;16.26
13:43:19;1475667799;135;135;405;23;12264;16.16
13:43:20;1475667800;135;135;405;23;12264;16.16
13:43:21;1475667801;135;135;405;23;12264;16.26
13:43:22;1475667802;135;135;405;23;12264;16.35
13:43:23;1475667803;135;135;405;23;12264;16.26
13:43:25;1475667805;135;135;405;23;12264;16.16
13:43:26;1475667806;135;135;405;23;12264;16.16
13:43:27;1475667807;135;135;405;23;12264;16.17
13:43:28;1475667808;135;135;405;23;12264;16.17
13:43:29;1475667809;135;135;405;23;12264;16.26
13:43:30;1475667810;135;135;405;23;12264;16.26
13:43:32;1475667812;135;135;405;23;12264;16.26
13:43:33;1475667813;135;135;405;23;12264;16.16
13:43:34;1475667814;135;135;405;23;12264;16.06
13:43:35;1475667815;135;135;405;23;12264;16.26
13:43:36;1475667816;135;135;405;23;12264;16.35
13:43:38;1475667818;135;135;405;23;12264;16.35
13:43:39;1475667819;135;135;405;23;12264;16.06
13:43:40;1475667820;135;135;405;23;12264;16.26
13:43:41;1475667821;135;135;405;23;12264;16.16
13:43:42;1475667822;135;135;405;23;12264;16.26
13:43:43;1475667823;135;135;405;23;12264;16.16
13:43:45;1475667825;135;135;405;23;12264;16.26
13:43:46;1475667826;135;135;405;23;12264;16.16
13:43:47;1475667827;135;135;405;23;12264;16.16
13:43:48;1475667828;135;135;405;23;12264;16.16
13:43:49;1475667829;135;135;405;23;12264;16.26
13:43:50;1475667830;135;135;405;23;12264;16.26
13:43:52;1475667832;135;135;405;23;12264;16.26
13:43:53;1475667833;135;135;405;23;12264;16.16
13:43:54;1475667834;135;135;405;23;12264;16.16
13:43:55;1475667835;135;135;405;23;12264;16.16
13:43:56;1475667836;135;135;405;23;12264;16.16
13:43:57;1475667837;135;135;405;23;12264;16.26
13:43:59;1475667839;135;135;405;23;12264;16.26
13:44:00;1475667840;135;135;405;23;12264;16.26
13:44:01;1475667841;135;135;405;23;12264;16.16
13:44:02;1475667842;135;135;405;23;12264;16.26
13:44:03;1475667843;135;135;405;23;12264;16.26
13:44:04;1475667844;135;135;405;23;12264;16.26
13:44:06;1475667846;135;135;405;23;12264;16.17
13:44:07;1475667847;135;135;405;23;12264;16.16
13:44:08;1475667848;135;135;405;23;12264;16.16
13:44:09;1475667849;135;135;405;23;12264;16.16
13:44:10;1475667850;135;135;405;23;12264;16.36
13:44:11;1475667851;135;135;405;23;12264;16.35
13:44:12;1475667852;135;135;405;23;12264;16.26
13:44:14;1475667854;135;135;405;23;12264;16.06
13:44:15;1475667855;135;135;405;23;12264;16.16
13:44:16;1475667856;135;135;405;23;12264;16.26
13:44:17;1475667857;135;135;405;23;12264;16.26
13:44:18;1475667858;135;135;405;23;12264;16.26
13:44:20;1475667860;135;135;405;23;12264;16.16
13:44:21;1475667861;135;135;405;23;12264;16.16
13:44:22;1475667862;135;135;405;23;12264;16.16
13:44:23;1475667863;135;135;405;23;12264;16.26
13:44:24;1475667864;135;135;405;23;12264;16.26
13:44:26;1475667866;135;135;405;23;12264;16.06
13:44:27;1475667867;135;135;405;23;12264;16.16
