13:52:54;1475754774;135;1126;2505;334;7857;11.92
13:52:55;1475754775;1126;1126;2505;1173;7018;76.39
13:52:56;1475754776;1126;1126;2505;1173;7018;77.15
13:52:57;1475754777;1126;1126;2505;1173;7018;76.81
13:52:58;1475754778;1126;1126;2505;1173;7018;76.33
13:52:59;1475754779;1126;1126;2505;1173;7018;77.13
13:52:59;1475754779;1126;1126;2505;1173;7018;78.00
13:53:00;1475754780;1126;1126;2505;1173;7018;76.14
13:53:01;1475754781;1126;1126;2505;1174;7017;78.55
13:53:02;1475754782;1126;1126;2505;1174;7017;78.08
13:53:03;1475754783;1126;1126;2505;1176;7015;76.43
13:53:04;1475754784;1126;1126;2505;1176;7015;76.38
13:53:05;1475754785;1126;1126;2505;1176;7015;75.92
13:53:06;1475754786;1126;1126;2505;1176;7015;78.10
13:53:07;1475754787;1126;1126;2505;1176;7015;78.82
13:53:08;1475754788;1126;1126;2505;1178;7013;75.93
13:53:09;1475754789;1126;1126;2505;1178;7013;77.40
13:53:10;1475754790;1126;1126;2505;1176;7015;77.10
13:53:11;1475754791;1126;1126;2505;1176;7015;77.33
13:53:12;1475754792;1126;1126;2505;1176;7015;76.92
13:53:12;1475754792;1126;1126;2505;1176;7015;76.43
13:53:13;1475754793;1126;1126;2505;1176;7015;78.37
13:53:14;1475754794;1126;1126;2505;1176;7015;79.68
13:53:15;1475754795;1126;1126;2505;1176;7015;78.63
13:53:16;1475754796;1126;1126;2505;1176;7015;78.67
13:53:17;1475754797;1126;1126;2505;1176;7015;79.42
13:53:18;1475754798;1126;1126;2505;1176;7015;79.39
13:53:19;1475754799;1126;1126;2505;1176;7015;78.75
13:53:20;1475754800;1126;1126;2505;1176;7015;79.92
13:53:21;1475754801;1126;1126;2505;1176;7015;79.40
13:53:22;1475754802;1126;1126;2505;1176;7015;77.63
13:53:23;1475754803;1126;1126;2505;1176;7015;79.12
13:53:24;1475754804;1126;1126;2505;1176;7015;77.47
13:53:25;1475754805;1126;1126;2505;1176;7015;76.70
13:53:25;1475754805;1126;1126;2505;1176;7015;77.38
13:53:26;1475754806;1126;1126;2505;1176;7015;77.15
13:53:27;1475754807;1126;1126;2505;1176;7015;78.40
13:53:28;1475754808;1126;1126;2505;1176;7015;79.39
13:53:29;1475754809;1126;1126;2505;1176;7015;78.38
13:53:30;1475754810;1126;1126;2505;1176;7015;80.10
13:53:31;1475754811;1126;1126;2505;1180;7011;77.12
13:53:32;1475754812;1126;1126;2505;1181;7010;77.45
13:53:33;1475754813;1126;1126;2505;1181;7010;77.52
13:53:34;1475754814;1126;1126;2505;1181;7010;77.42
13:53:35;1475754815;1126;1126;2505;1181;7010;78.87
13:53:36;1475754816;1126;1126;2505;1177;7014;79.84
13:53:37;1475754817;1126;1126;2505;1181;7010;77.23
13:53:38;1475754818;1126;1126;2505;1183;7008;77.75
13:53:38;1475754818;1126;1126;2505;1183;7008;77.22
13:53:39;1475754819;1126;1126;2505;1183;7008;79.35
13:53:40;1475754820;1126;1126;2505;1183;7008;80.11
13:53:41;1475754821;1126;1126;2505;1183;7008;79.99
13:53:42;1475754822;1126;1126;2505;1183;7008;79.32
13:53:43;1475754823;1126;1126;2505;1180;7011;78.33
13:53:44;1475754824;1126;1126;2505;1180;7011;77.57
13:53:45;1475754825;1126;1126;2505;1180;7011;77.83
13:53:46;1475754826;1126;1126;2505;1180;7011;79.47
13:53:47;1475754827;1126;1126;2505;1180;7011;79.58
13:53:48;1475754828;1126;1126;2505;1180;7011;79.65
13:53:49;1475754829;1126;1126;2505;1180;7011;80.10
13:53:50;1475754830;1126;1126;2505;1180;7011;78.53
13:53:50;1475754830;1126;1126;2505;1180;7011;80.25
13:53:51;1475754831;1126;1126;2505;1180;7011;80.25
13:53:52;1475754832;1126;1126;2505;1180;7011;79.20
13:53:53;1475754833;1126;1126;2505;1180;7011;80.33
13:53:54;1475754834;1126;1126;2505;1180;7011;80.10
13:53:55;1475754835;1126;1126;2505;1180;7011;77.45
13:53:56;1475754836;1126;1126;2505;1180;7011;80.44
13:53:57;1475754837;1126;1126;2505;1180;7011;79.62
13:53:58;1475754838;1126;1126;2505;1180;7011;79.62
13:53:59;1475754839;1126;1126;2505;1180;7011;77.68
13:54:00;1475754840;1126;1126;2505;1180;7011;77.42
13:54:01;1475754841;1126;1126;2505;1180;7011;80.78
13:54:02;1475754842;1126;1126;2505;1180;7011;80.18
13:54:03;1475754843;1126;1126;2505;1180;7011;79.39
13:54:03;1475754843;1126;1126;2505;1180;7011;78.35
